0seqname_firstname_last agstreet              city      state     zip       dollar              pick  date      0000000000000000000000000float00000000000000000000credt-card00000000000000000000000natural
0425Alvin     Newman    19Gibboj Parkway      Vocfeceb  MS        94887     $630.13             YELLOW01/26/1962000000000000-691348274623.2832000000000000005610928925140884000000000000003328008494514176
0426Lida      Ward      47Sowsov Lane         Jisazmu   AK        30920     $3185.74            YELLOW08/27/1914000000000000-708534067842.2528000000000000006011754980163261000000000000000768152092803072
0427Ernest    Richards  22Filej River         Zewomzo   UT        12878     $7029.66            YELLOW01/22/1953000000000000-321186790427.8528000000000000006011808460004997000000000000004497426123587584
0428Dean      Cain      49Dednal Pass         Jolnafu   NJ        35808     $9064.96            YELLOW10/01/1913000000000000-246563498203.5456000000000000000201411886078746000000000000006969118792089600
0429Brett     Welch     65Kolzab River        Cesoow    NJ        88601     $6910.24            BLUE  12/10/196800000000000000664505212207.104000000000000000201464031342830000000000000008545305452609536
0430Mittie    Patterson 48Ococ Pass           Lunajgiw  WV        00474     $6177.15            BLUE  08/02/19790000000000000161718563818.7008000000000000006236431142603158000000000000007062495982256128
0431Ida       Ramirez   23Zukuc Ridge         Tuomje    TX        86273     $3699.04            WHITE 08/14/1977000000000000-475572809079.1936000000000000004903286224456132000000000000007734091971559424
0432Susie     Bowers    30Efeabi Path         Zucigama  NE        58112     $9365.17            GREEN 03/28/20630000000000000583170213596.3647000000000000006375997708709101000000000000001090360340119552
0433Troy      Campbell  39Verro Lane          Fitsehe   DC        42385     $404.50             GREEN 01/09/2034000000000000-427008349280.6656000000000000005169975216549385000000000000008035673978175488
0434Leon      French    42Padwa Pass          Komdemvu  MA        56236     $2359.97            YELLOW03/02/19110000000000000865360999455.1296000000000000006011659311787680000000000000001907652172972032
0435Max       Haynes    62Kajwun Turnpike     Ufobobuju WI        85986     $6199.65            GREEN 11/28/1966000000000000-675383160183.1936000000000000005018666728682573000000000000006660163475865600
0436Stephen   Foster    37Sibhe Circle        Agezagzar AZ        58511     $9283.28            YELLOW10/24/2043000000000000000191604331642.88000000000000005610982605203736000000000000000769029220335616
0437Vera      Boyd      63Mion Road           Digendo   IN        47128     $8369.22            YELLOW12/28/2066000000000000-615840033747.7632000000000000004903765318376959000000000000001986982234292224
0438Millie    Freeman   21Nafeca Glen         Panukub   OH        76145     $4675.84            BLUE  01/22/20370000000000000719898998420.2751000000000000000030003358082673000000000000007704436386299904
0439Carl      Alvarado  27Zaas Lane           Lebfugul  AZ        17985     $3268.38            BLUE  05/06/2004000000000000-230443667632.9472000000000000006278024248032262000000000000000845651434799104
0440Sophia    Lane      36Lapeh Turnpike      Paroslif  NV        44435     $6900.51            GREEN 12/11/19090000000000000-419263619792.896000000000000005110698203638900000000000000002423132350578688
0441Herman    Medina    46Riwih Mill          Ulkacga   IA        01956     $957.97             RED   11/14/2016000000000000-109154130932.5312000000000000005610911718855447000000000000008634946073657344
0442Raymond   Harmon    47Dobeh Turnpike      Cobvumjo  FL        33012     $48.77              RED   08/31/2063000000000000-393537764353.6384000000000000006371156328244411000000000000002571787604852736
0443Lou       Fields    25Wefun Glen          Ezhebek   NH        14997     $8787.05            YELLOW04/05/19000000000000000290287219480.9856000000000000006011042594328490000000000000007324088710201344
0444Franklin  Hart      55Kufal Park          Colfoni   DE        49358     $7506.27            GREEN 05/01/19960000000000000501404378175.8976000000000000004903477749648812000000000000002608769697579008
0445Olive     Flores    47Jubvij Street       Vizalob   NE        87103     $876.52             GREEN 05/15/19630000000000000776633225471.5905000000000000006334094650686857000000000000005854904719507456
0446Lucy      Saunders  31Camuvo Ridge        Epenapuh  NY        55968     $6647.13            GREEN 05/18/1904000000000000-108888980874.8544000000000000004764465851108764000000000000001422586351190016
0447Louis     Porter    60Cufin Key           Monavne   NV        28220     $7696.67            WHITE 02/04/1934000000000000-852594586235.6992000000000000005129814392179700000000000000002868349665017856
0448Steve     Brady     38Diwu Point          Opdafi    WV        01513     $3491.56            WHITE 10/20/1918000000000000-620715018761.0112000000000000000036748995470756000000000000006119143145209856
0449Andrew    Hodges    54Cenoca Boulevard    Zegovo    TX        33134     $1136.92            RED   06/30/19030000000000000164770276913.9712000000000000005159862862654960000000000000000534464180518912
0450Cory      Marsh     20Fubij Extension     Mohtofla  TX        56227     $1222.19            RED   05/06/202200000000000000-588515890954.24000000000000006377172729522929000000000000005717860594745344
0451Scott     Conner    30Mifto Grove         Vuonga    ME        90142     $1628.74            WHITE 09/11/1985000000000000-306377731027.7632000000000000006278628166461475000000000000001130550897147904
0452Irene     Neal      30Nofu Key            Geence    OR        60311     $1091.89            GREEN 03/24/1915000000000000-215160984908.5952000000000000006011150166450186000000000000000836864548274176
0453Maude     Conner    37Hekfig Junction     Vajosi    CT        91605     $1775.91            YELLOW01/21/2021000000000000-622747279006.1056000000000000006304451939583345000000000000001700107162484736
0454Rosetta   Carlson   39Datdi Center        Tilbosa   NC        48365     $3724.71            GREEN 04/08/1952000000000000-625271684621.9264000000000000005610734598729205000000000000006809393557405696
0455Eugenia   Mitchell  23Ducir Way           Mabebij   ND        85678     $8999.41            YELLOW07/10/19290000000000000193148827048.3456000000000000000030056270300805000000000000002291601256742912
0456Nora      Sandoval  28Tacjo Path          Rawovbe   TN        13301     $1.10               WHITE 09/17/2032000000000000-851381135500.9023000000000000006334308984300476000000000000003452403697319936
0457Jean      Phelps    49Sipu Ridge          Bievbut   CT        90649     $177.67             BLUE  04/19/191800000000000000738825364045.824000000000000006372623746641089000000000000005174426414874624
0458Floyd     Ellis     50Alze Loop           Tuhvani   AL        38691     $4466.89            WHITE 09/27/2041000000000000-175913632058.5728000000000000004791207968318259000000000000006285621616181248
0459Marian    Marshall  60Datep Heights       Nojonmo   WA        77136     $977.70             BLUE  04/20/19530000000000000335359693868.2368000000000000004903282447772967000000000000003196481959886848
0460Matilda   Paul      23Omon Key            Bevmedcit ID        48673     $1337.44            GREEN 07/12/19070000000000000662808880899.6864000000000000004903902105662701000000000000002403547576532992
0461Rodney    Garner    37Ginmid Plaza        Uditemuso NJ        67490     $6590.54            RED   05/04/2014000000000000-218138694962.3808000000000000004026543024363682000000000000003899940535271424
0462Lora      Parsons   44Gamvov Square       Bomkepso  SC        38739     $4636.92            BLUE  02/04/19420000000000000352877282538.2912000000000000004026447517658170000000000000001183224839536640
0463Derrick   Strickland44Usiag Ridge         Ilgewkab  ND        82552     $9648.12            YELLOW12/28/20070000000000000107103867476.3776000000000000000201420497259215000000000000004618099078725632
0464Olga      Jefferson 27Zeze River          Cudagte   MO        61712     $2320.93            WHITE 06/08/20040000000000000-484413582344.192000000000000004479188685106871000000000000004253238876438528
0465Harriet   Carpenter 41Epago Point         Wocdiwob  MS        31013     $3723.11            WHITE 05/21/19910000000000000668558262953.5743000000000000005168566092804209000000000000002168560526819328
0466Sam       Waters    31Ahehib Way          Kubanow   AR        05413     $7024.35            WHITE 11/16/1930000000000000-700994686864.5887000000000000000036140671242693000000000000005628609127514112
0467Mildred   Meyer     47Icipik Mill         Onewipo   TX        10806     $7067.08            YELLOW06/22/1936000000000000-525293141046.0672000000000000005610200312899989000000000000008094782299570176
0468Dean      Flowers   51Tekwe Parkway       Katunege  NY        17949     $9950.27            GREEN 11/06/19920000000000000-29125988948.3776000000000000005445593148651819000000000000003269574711574528
0469Chad      Harrison  21Pogi Loop           Vovlika   OR        48501     $4420.52            RED   01/25/19360000000000000196161590158.9504000000000000000201403324799306000000000000004580618692198400
0470Gregory   Holt      43Mezak Mill          Rogfuiga  OR        89116     $5631.40            YELLOW02/26/197200000000000000-666167033200.64000000000000006378015630962982000000000000002685307478605824
0471Loretta   Tran      20Filhih Drive        Dukofwuf  CT        10715     $3870.33            GREEN 07/02/1934000000000000-787079335877.0176000000000000000030054560373228000000000000007111885371473920
0472Mildred   Norton    51Deno Parkway        Kejuhoku  HI        59452     $4320.13            GREEN 07/01/1944000000000000-422209702277.9392000000000000006011110801288433000000000000008993952269074432
0473Juan      Graham    36Pepi Road           Gibhoggow MA        64444     $3096.67            WHITE 01/07/1935000000000000-166880907309.8752000000000000006334286112524367000000000000008889151722094592
0474Austin    Castillo  42Powwot Key          Soofezok  MA        01223     $1211.60            WHITE 09/01/20030000000000000274125021826.2528000000000000000201426731047605000000000000001852783789604864
0475Lucy      Ford      36Mihocu Avenue       Huafza    NY        33328     $4990.42            RED   10/17/20320000000000000-631649752580.096000000000000000036155495756868000000000000004870308076978176
0476Jared     Peters    26Diru Extension      Awwevdoz  MT        41597     $9562.31            GREEN 02/16/198200000000000000-296560665559.04000000000000005435660774966761000000000000002945550670364672
